Ticker,Current Assets,Quick Ratio,Debt To Equity Ratio,Total Debt To Total Capitalization Ratio,Debt To Assets Ratio,Net Debt To Equity Ratio,Return On Equity,Return On Assets,Return On Investment,Gross Profit Margin,Asset Turnover,Inventory Turnover,Receivables Turnover
FDS,2.3951282815533514,0.0,1.1581127914181002,0.5947431368481912,0.45673587456233833,0.9219366149460211,0.3490845903860773,0.14390384410405493,0.19233771708711117,0.5253277654860102,0.6045038429411853,0.0,9.49355897494389
FDX,1.4166026363433177,1.3720947375126933,1.4592362616160077,0.8165843512285933,0.4365986889257457,0.5222428988496642,0.16978354187265154,0.05076080393901755,0.09469179113335813,0.21455291327652762,1.036038083426178,31.210902228651683,8.095511176500793
FE,0.6405427165671953,0.5596291530566081,2.612122834831105,0.7606779057915245,0.513992862261953,2.502335558143457,0.10902276283562634,0.0209773727894872,0.029357810999857674,0.6690913409340895,0.25545378529696766,22.166320607228144,13.416769238874089
FFIV,1.2111288347789286,1.1863741790466864,0.2547287439217635,0.23266748453907105,0.12197537570553427,0.0,0.1373984614773858,0.06707930986596802,0.12350425968294061,0.8064988522328479,0.5176148174462727,64.68639378069224,6.875820578112985
FICO,1.312367108235142,0.0,-3.6096593397782266,1.4745636997947613,0.9874620119734211,-3.0487814323903772,-0.9774931222933969,0.23222003988588347,0.31634074161500275,0.7608979286715103,0.8904027789319193,0.0,4.066329069402897
FIS,0.7709322705588604,0.0,0.6533141861008233,0.43692719845939043,0.29279795716508616,0.6107708758815846,-0.23662869797362432,-0.09451734344057838,-0.129825742048904,0.3570646017072769,0.1485343339467527,0.0,4.309916766605125
FITB,0.0,0.0,0.8022945288533592,0.46363714290433433,0.07610383230162535,0.643571397290556,0.11253836944563647,0.0107076397132198,0.06632530988915575,0.0,0.0372455843389573,0.0,2.6786032996339486
FI,1.0368046994414182,0.0,0.6806873056695213,0.4207463645274845,0.26705478438509134,0.6224288759857535,0.0625933228578434,0.023563761381086425,0.0381149486256529,0.530196089752415,0.20834806516756288,0.0,5.483783058988617
FMC,1.4822738053013027,1.0413197243002084,1.0370888586378177,0.5667300855233679,0.3253696904372205,0.84203244268434,0.23375274063013746,0.0750648006981306,0.11869094146047834,0.4195965757956203,0.4560062562919004,1.439688171786331,1.9063241973323137
FOXA,2.747650341621418,2.511722920502585,0.7292895140498968,0.4626467664634507,0.3657265856578232,0.22270502138669787,0.13626354639851304,0.06826837451342525,0.08298624374707843,0.0,0.6278099081135907,0.0,6.423233740208131
FOX,2.747650341621418,2.511722920502585,0.7292895140498968,0.4626467664634507,0.3657265856578232,0.22270502138669787,0.13626354639851304,0.06826837451342525,0.08298624374707843,0.0,0.6278099081135907,0.0,6.423233740208131
FRT,1.619264232247108,0.0,1.4886804209765314,0.6308369829115978,0.55804430483085,1.3300020130293464,0.08334904921410777,0.03163166936133347,0.0366312213219109,0.6667649544834116,0.12482389073799688,0.0,5.476323663158778
FSLR,3.787156281613916,2.91582759953816,0.0719303782726477,0.06857027488615795,0.05255475014446407,0.0,0.0668651123879512,0.04851344420456038,0.0628928494395164,0.22983725996996532,0.3533330502983838,0.8086468287075057,7.523840223206657
FTNT,1.3699148990383487,1.2777739848320282,-1.4734720238268875,1.2772785973762806,0.15423658746147176,0.0,-1.0476503478808314,0.1297681404056637,1.0732891457491536,0.7667998748495861,0.6615476172231284,12.505721152155703,3.7565356475564893
FTV,1.2973443201612387,1.0989038434040994,0.41283132935107997,0.3253020419244984,0.24206982480646907,0.257639223917433,0.10138205587388677,0.05904442562399517,0.07195462541953163,0.5762576427187746,0.3332776677044768,6.138220818597167,5.93976447148918
F,1.2003668688309492,1.064444535505075,3.7359794426984116,1.0749871323623952,0.5636013776680286,3.0972573750110017,0.09576863994934565,0.018290478382219023,0.025309842605566277,0.09159432990230718,0.5671283761615583,1.0373152543665376,2.8187330425455173
GDDY,0.6112526296588223,0.0,-45.39235368195521,1.0684287277862308,0.5388150438869042,-30.704489693826297,16.475809793285002,0.046985891810563105,0.08914979635882926,0.6395780819151287,0.5447674832046896,0.0,65.73840042595297
GD,1.3973714802757191,0.978364080595504,0.7150715603471838,0.46173051305473656,0.2468219745323148,0.5134388645249832,0.18126551981216973,0.06324218583200082,0.11185166920664186,0.16480710035118068,0.7606478925687304,1.0315535939037141,12.955134028860432
GEHC,1.0358952571698639,0.7733766230476745,0.5767669340662369,0.2955699307719888,0.16334745003875809,0.8301705907453658,0.37147218988611297,0.19369685323244787,0.3189977525274326,0.39970270607798397,0.6613295051940361,3.826247645325221,7.056060486514902
GEN,0.6007545061252825,0.0,-10.038849572152731,1.1062513240047611,0.5741360475964045,-4.397544478363146,-2.3009207885230505,0.0827878846755187,0.14448469612735737,0.8359890744962959,0.3136894611327607,0.0,22.089742372487773
GEV,0.9988558655725456,0.7070981380531092,0.0985612130610838,0.1039055404178019,0.0257246295338535,0.0,-0.14796695940121024,-0.03648268616932405,-0.1566331424172021,0.13055525947360686,0.6855611045835296,0.5100399550641963,4.50145100457325
