Ticker,R2_Sum,GDP,Inflation,Unemployment,CCI
['SWKS'],0.7731484615384615,0.24915,0.26845,0.28071,0.20169
['SWK'],0.8850930769230769,0.27488,0.28782,0.22118,0.21612
['SW'],0.8282623076923077,0.20038,0.1848,0.19875,0.33915
['SYF'],0.84629,0.15282,0.15116,0.1306,0.1808
['SYK'],0.8345423076923079,0.23821,0.25262,0.25542,0.25375
['SYY'],0.8621684615384615,0.24029,0.25524,0.24378,0.2607
['TAP'],0.8123061538461538,0.22115,0.23138,0.23753,0.30994
['TDG'],0.819703076923077,0.24925,0.24335,0.26374,0.24365
['TDY'],0.752503846153846,0.23901,0.23824,0.26855,0.25419
['TECH'],0.8140715384615386,0.20908,0.2291,0.2379,0.32392
['TEL'],0.8220284615384615,0.24628,0.26203,0.26029,0.23141
['TER'],0.8340200000000001,0.21358,0.18857,0.28078,0.24015
['TFC'],0.8859407692307694,0.17355,0.18748,0.17512,0.15616
['TFX'],0.8080023076923075,0.25482,0.24938,0.23719,0.25861
['TGT'],0.8264284615384617,0.25467,0.23003,0.26631,0.24898
['TJX'],0.7867361538461541,0.20084,0.21129,0.24105,0.26991
['TMO'],0.818453076923077,0.26981,0.22001,0.25313,0.25705
['TMUS'],0.7701992307692309,0.23461,0.27696,0.25901,0.22941
['TPR'],0.7953538461538462,0.23666,0.2327,0.28315,0.2475
['TRGP'],0.8644215384615384,0.22412,0.24336,0.24121,0.29132
['TRMB'],0.7542515384615385,0.26023,0.26988,0.26975,0.20015
['TROW'],0.9287484615384615,0.17592,0.2023,0.19371,0.1973
['TRV'],0.9248392307692307,0.1704,0.18777,0.1742,0.15993
['TSCO'],0.7703569230769229,0.23565,0.19798,0.24136,0.24808
['TSN'],0.8069646153846155,0.24865,0.2506,0.25747,0.24327
['TT'],0.8843553846153844,0.26239,0.2778,0.23866,0.22115
['TXN'],0.7778253846153844,0.26394,0.24289,0.27869,0.21448
['TXT'],0.8633861538461539,0.22993,0.20237,0.26944,0.29825
['TYL'],0.8571561538461536,0.21462,0.21629,0.21887,0.19638
['T'],0.8018261538461537,0.24451,0.23862,0.23968,0.27719
['UAL'],0.8866169230769232,0.24063,0.23644,0.25869,0.26424
['UBER'],0.8232476923076923,0.18121,0.18107,0.17084,0.31303
['UHS'],0.8861946153846152,0.26679,0.25928,0.25356,0.22036
['ULTA'],0.8355523076923076,0.19782,0.21896,0.25699,0.24931
['UNH'],0.8655984615384615,0.17209,0.18308,0.20831,0.28268
['UNP'],0.7977492307692309,0.23649,0.24531,0.22487,0.29333
['UPS'],0.7871946153846155,0.26145,0.23695,0.24762,0.25397
['URI'],0.832466923076923,0.25892,0.22676,0.23516,0.27916
['USB'],0.8771853846153846,0.13469,0.15797,0.15126,0.17146
['VICI'],0.8068415384615384,0.17428,0.15086,0.17616,0.26794
['VLO'],0.8915153846153845,0.2421,0.24162,0.25313,0.26314
['VMC'],0.7654746153846153,0.25456,0.24975,0.26462,0.23107
['VRSK'],0.8870661538461537,0.2266,0.23614,0.20885,0.17455
['VRSN'],0.894823076923077,0.20766,0.20776,0.20032,0.23042
['VRTX'],0.8682584615384615,0.20003,0.24136,0.26313,0.21856
['VST'],0.7626123076923078,0.22119,0.25011,0.23674,0.29196
['VTRS'],0.9141715384615385,0.21351,0.21669,0.24684,0.32296
['VTR'],0.8819061538461539,0.20938,0.21003,0.2621,0.16465
['VZ'],0.8159876923076923,0.22886,0.23936,0.26826,0.26352
['V'],0.8859607692307692,0.20496,0.20596,0.2066,0.22864
['WAB'],0.8655507692307692,0.24087,0.24296,0.27799,0.23818
['WAT'],0.7958053846153846,0.25359,0.26922,0.25552,0.22167
['WBA'],0.743396153846154,0.23497,0.24425,0.26859,0.2522
['WBD'],0.9169353846153847,0.19977,0.20813,0.22293,0.21532
['WDC'],0.8125392307692306,0.26049,0.27232,0.23906,0.22813
['WEC'],0.7923061538461538,0.23071,0.23405,0.23738,0.29786
['WELL'],0.8615338461538464,0.18903,0.2172,0.20758,0.23234
['WMB'],0.8035961538461537,0.25531,0.23914,0.24874,0.25681
['WMT'],0.7800407692307693,0.2313,0.27894,0.22366,0.2661
['WM'],0.8751615384615387,0.2552,0.24776,0.24092,0.25612
['WRB'],0.9196707692307692,0.16089,0.16252,0.18016,0.18874
['WST'],0.8047469230769231,0.19552,0.19775,0.21324,0.31657
['WTW'],0.8252984615384615,0.20891,0.20375,0.2143,0.2192
['WYNN'],0.8281692307692308,0.243,0.21787,0.26069,0.27844
['WY'],0.7287992307692307,0.23748,0.2258,0.2275,0.30922
['XEL'],0.753700769230769,0.23075,0.23081,0.21589,0.32254
['XOM'],0.9015730769230769,0.22804,0.23455,0.23521,0.3022
['XYL'],0.8160684615384616,0.23442,0.24379,0.26767,0.25412
['YUM'],0.8088946153846155,0.18903,0.23919,0.19967,0.21826
['ZBH'],0.82934,0.26325,0.27696,0.23809,0.2217
['ZBRA'],0.8126653846153845,0.24796,0.24639,0.26044,0.24521
['ZTS'],0.7893899999999999,0.26342,0.22608,0.22263,0.28787
